timestamp,rpm,engine_load,speed
0.157,647.0,21.568627450980394,0.0
0.254,650.0,21.568627450980394,0.0
0.35,653.0,21.568627450980394,0.0
0.446,649.0,21.568627450980394,0.0
0.542,648.0,20.0,0.0
0.638,645.0,20.0,0.0
0.735,646.0,21.176470588235293,0.0
0.83,641.0,21.176470588235293,0.0
0.926,639.0,22.352941176470587,0.0
1.022,640.0,22.352941176470587,0.0
1.119,644.0,20.784313725490197,0.0
1.215,649.0,20.784313725490197,0.0
1.311,650.0,20.392156862745097,0.0
1.407,650.0,20.392156862745097,0.0
1.503,654.0,21.568627450980394,0.0
1.599,653.0,21.568627450980394,0.0
1.695,651.0,20.784313725490197,0.0
1.792,650.0,20.784313725490197,0.0
1.888,646.0,20.392156862745097,0.0
1.984,645.0,20.392156862745097,0.0
2.08,653.0,21.96078431372549,0.0
2.176,686.0,21.96078431372549,0.0
2.272,711.0,24.313725490196077,0.0
2.368,726.0,24.313725490196077,0.0
2.464,733.0,22.745098039215687,0.0
2.56,735.0,22.745098039215687,0.0
2.657,720.0,22.745098039215687,0.0
2.753,715.0,21.176470588235293,0.0
2.848,704.0,21.176470588235293,0.0
2.944,702.0,20.784313725490197,0.0
3.041,697.0,20.784313725490197,0.0
3.137,688.0,21.568627450980394,0.0
3.233,675.0,21.568627450980394,0.0
3.329,669.0,23.529411764705884,0.0
3.426,669.0,23.529411764705884,0.0
3.522,656.0,21.568627450980394,0.0
3.617,649.0,21.568627450980394,0.0
3.713,650.0,30.980392156862745,0.0
3.809,667.0,30.980392156862745,0.0
3.906,856.0,52.15686274509804,0.0
4.002,1081.0,52.15686274509804,1.0
4.098,1419.0,89.80392156862744,1.0
4.194,1726.0,89.80392156862744,2.0
4.29,1962.0,79.2156862745098,2.0
4.386,2102.0,79.2156862745098,3.0
4.483,2182.0,80.0,4.0
4.578,2243.0,80.0,5.0
4.674,2287.0,78.03921568627452,6.0
4.771,2304.0,78.03921568627452,7.0
4.867,2326.0,86.27450980392157,8.0
4.963,2332.0,86.27450980392157,9.0
5.059,2364.0,85.09803921568627,10.0
5.155,2436.0,85.09803921568627,11.0
5.251,2505.0,85.09803921568627,12.0
5.347,2579.0,87.45098039215686,13.0
5.444,2643.0,87.45098039215686,14.0
5.539,2713.0,80.3921568627451,15.0
5.636,2778.0,80.3921568627451,16.0
5.732,2820.0,91.76470588235294,17.0
5.828,2845.0,91.76470588235294,18.0
5.924,2846.0,98.43137254901961,19.0
6.02,2819.0,98.43137254901961,20.0
6.116,2819.0,99.2156862745098,21.0
6.212,2837.0,99.2156862745098,22.0
6.308,2857.0,96.47058823529412,23.0
6.404,2906.0,96.47058823529412,23.0
6.501,2964.0,81.56862745098039,24.0
6.597,3033.0,81.56862745098039,25.0
6.693,3094.0,91.76470588235294,26.0
6.789,3143.0,91.76470588235294,27.0
6.885,3198.0,92.54901960784314,28.0
6.981,3276.0,92.54901960784314,28.0
7.077,3336.0,90.19607843137256,29.0
7.173,3381.0,90.19607843137256,30.0
7.269,3429.0,87.84313725490196,31.0
7.365,3486.0,87.84313725490196,32.0
7.462,3539.0,90.98039215686275,32.0
7.558,3598.0,90.98039215686275,33.0
7.654,3658.0,90.98039215686275,34.0
7.75,3701.0,96.07843137254902,35.0
7.846,3763.0,96.07843137254902,36.0
7.942,3822.0,94.11764705882354,37.0
